Downstream distance,Drainage_Area,DEM_VOURAIKOS,Erosional efficiency
33525.61719,209505700,415.8538208,2.10E-11
33518.5459,209504275,416.0753479,2.10E-11
33513.5459,209497550,416.0753479,2.10E-11
33506.47461,209496850,416.0753479,2.10E-11
33499.40333,209496325,416.0753479,2.10E-11
33492.33204,209490450,416.3931274,2.10E-11
33487.33204,209490100,416.3931274,2.10E-11
33480.26075,209489900,416.3931274,2.10E-11
33473.18946,205689775,417.3892517,2.10E-11
33468.18946,205689425,417.3892517,2.10E-11
33461.11817,205688375,417.9913025,2.10E-11
33456.11817,205688225,417.9913025,2.10E-11
33449.04688,205677600,418.6475525,2.10E-11
33444.04688,205677200,418.6475525,2.10E-11
33436.97559,205676625,419.3079224,2.10E-11
33429.9043,205675250,419.3079224,2.10E-11
33422.83301,205673400,420.0358582,2.10E-11
33417.83301,205673100,420.0358582,2.10E-11
33412.83301,205671525,420.5784302,2.10E-11
33405.76172,205670725,420.5784302,2.10E-11
33400.76172,205669300,420.5784302,2.10E-11
33393.69044,205668350,422.1220398,2.10E-11
33388.69044,205667350,422.1220398,2.10E-11
33383.69044,205666500,422.513916,2.10E-11
33376.61915,205665250,423.6022339,2.10E-11
33371.61915,205664025,424.271698,2.10E-11
33364.54786,205661400,425.3347168,2.10E-11
33359.54786,205661275,425.4224243,2.10E-11
33354.54786,205661125,425.4356079,2.10E-11
33349.54786,205659850,425.4356079,2.10E-11
33344.54786,205658525,426.2936401,2.10E-11
33339.54786,205657675,427.4436646,2.10E-11
33334.54786,205656100,428.5771484,2.10E-11
33327.47657,205654125,429.1271057,2.10E-11
33322.47657,205652575,429.3082275,2.10E-11
33317.47657,205650400,429.3082275,2.10E-11
33312.47657,205555975,430.3191223,2.10E-11
33305.40528,205555775,430.3191223,2.10E-11
33300.40528,205554850,430.3191223,2.10E-11
33295.40528,205553950,431.2969971,2.10E-11
33288.33399,205553825,431.2969971,2.10E-11
33283.33399,205552250,431.2969971,2.10E-11
33278.33399,205548500,432.4384766,2.10E-11
33271.2627,205548425,432.4384766,2.10E-11
33266.2627,205548300,432.4384766,2.10E-11
33261.2627,205548000,433.3464355,2.10E-11
33254.19141,205545575,435.2419739,2.10E-11
33249.19141,205543175,436.9691467,2.10E-11
33244.19141,205543150,436.9691467,2.10E-11
33239.19141,205540525,436.9691467,2.10E-11
33234.19141,205479050,437.0588989,2.10E-11
33229.19141,205477375,437.9733276,2.10E-11
33222.12012,205476275,438.6264343,2.10E-11
33217.12012,205476175,438.6264343,2.10E-11
33212.12012,205475500,438.6264343,2.10E-11
33207.12012,205475375,438.6264343,2.10E-11
33202.12012,205474825,438.6264343,2.10E-11
33197.12012,205474425,438.6264343,2.10E-11
33192.12012,205473400,438.6264343,2.10E-11
33187.12012,205473150,439.2752075,2.10E-11
33182.12012,205472800,440.5786133,2.10E-11
33177.12012,205472625,441.4572144,2.10E-11
33172.12012,205472425,442.4707031,2.10E-11
33167.12012,205471350,443.6141968,2.10E-11
33162.12012,205470975,445.0430603,2.10E-11
33155.04883,205470550,445.5708008,2.10E-11
33150.04883,205470450,445.5708008,2.10E-11
33145.04883,205469875,445.5708008,2.10E-11
33140.04883,205469125,445.5708008,2.10E-11
33135.04883,205468625,445.5708008,2.10E-11
33130.04883,205468150,445.5708008,2.10E-11
33125.04883,205466775,445.5708008,2.10E-11
33120.04883,205466275,445.5708008,2.10E-11
33115.04883,205465825,445.5708008,2.10E-11
33110.04883,205465400,445.5708008,2.10E-11
33105.04883,205454000,445.5708008,2.10E-11
33097.97754,205449525,446.1164856,2.10E-11
33090.90626,205446875,446.1164856,2.10E-11
33085.90626,205446300,446.1164856,2.10E-11
33080.90626,205445425,446.1164856,2.10E-11
33075.90626,205445025,446.1164856,2.10E-11
33070.90626,205444425,446.1164856,2.10E-11
33065.90626,205444050,446.1164856,2.10E-11
33058.83497,205436350,446.1164856,2.10E-11
33053.83497,205436250,446.1164856,2.10E-11
33048.83497,205436100,446.1164856,2.10E-11
33041.76368,205433525,446.1164856,2.10E-11
33036.76368,205433425,446.1164856,2.10E-11
33029.69239,205428175,446.1164856,2.10E-11
33024.69239,205427850,446.1164856,2.10E-11
33019.69239,205362750,447.6065063,2.10E-11
33012.6211,205362550,447.6065063,2.10E-11
33007.6211,205362300,447.6065063,2.10E-11
33002.6211,205360000,447.6065063,2.10E-11
32997.6211,205359550,447.6065063,2.10E-11
32992.6211,205359150,447.6065063,2.10E-11
32987.6211,205358600,447.6065063,2.10E-11
32982.6211,205357900,448.3370667,2.10E-11
32977.6211,205357525,448.3370667,2.10E-11
32972.6211,205357200,448.3370667,2.10E-11
32967.6211,205356575,448.3370667,2.10E-11
32962.6211,205356075,448.3370667,2.10E-11
32957.6211,205355950,448.3370667,2.10E-11
32952.6211,205322325,448.3370667,2.10E-11
32947.6211,205321975,448.3370667,2.10E-11
32942.6211,205321425,448.4431152,2.10E-11
32937.6211,205321000,449.2555542,2.10E-11
32930.54981,205320700,449.9798584,2.10E-11
32925.54981,205257000,450.6733704,2.10E-11
32918.47852,205256725,450.6733704,2.10E-11
32913.47852,205201575,450.6733704,2.10E-11
32908.47852,205200625,450.6733704,2.10E-11
32903.47852,205199600,450.6733704,2.10E-11
32898.47852,205198550,450.6733704,2.10E-11
32891.40723,205196825,451.4645691,2.10E-11
32886.40723,205196600,451.4645691,2.10E-11
32881.40723,205195875,451.4645691,2.10E-11
32876.40723,205195325,451.4645691,2.10E-11
32871.40723,205194700,451.4645691,2.10E-11
32864.33594,205192650,452.525116,2.10E-11
32859.33594,205192425,452.525116,2.10E-11
32854.33594,205189325,452.525116,2.10E-11
32849.33594,205188975,452.525116,2.10E-11
32844.33594,205171500,452.525116,2.10E-11
32837.26465,205167100,452.525116,2.10E-11
32832.26465,205165800,452.525116,2.10E-11
32825.19336,205164625,452.6149292,2.10E-11
32820.19336,205163700,452.6149292,2.10E-11
32813.12208,205163400,452.6149292,2.10E-11
32808.12208,205161175,452.6149292,2.10E-11
32801.05079,205160750,452.6149292,2.10E-11
32793.9795,205148750,453.0393982,2.10E-11
32788.9795,205148475,453.0393982,2.10E-11
32781.90821,205148300,453.0393982,2.10E-11
32776.90821,205147075,453.0393982,2.10E-11
32769.83692,205146925,453.0393982,2.10E-11
32762.76563,205146075,453.1696777,2.10E-11
32757.76563,205145050,453.1696777,2.10E-11
32752.76563,205130225,453.1696777,2.10E-11
32747.76563,205129225,453.1696777,2.10E-11
32740.69434,205128775,453.1696777,2.10E-11
32735.69434,205127425,453.2053223,2.10E-11
32728.62305,205125975,453.4024048,2.10E-11
32723.62305,205125175,453.519989,2.10E-11
32716.55176,205123875,454.1464539,2.10E-11
32711.55176,205123075,454.1464539,2.10E-11
32704.48047,205122650,455.1769714,2.10E-11
32699.48047,205121250,455.729248,2.10E-11
32692.40919,205119075,455.8733521,2.10E-11
32687.40919,205118850,455.8733521,2.10E-11
32682.40919,205116100,455.8733521,2.10E-11
32677.40919,205114750,455.8733521,2.10E-11
32672.40919,205113575,455.8733521,2.10E-11
32667.40919,204734150,456.6379089,2.10E-11
32662.40919,204733150,457.6129761,2.10E-11
32657.40919,204732800,458.6012878,2.10E-11
32650.3379,204732400,459.1528015,2.10E-11
32645.3379,204729925,459.1528015,2.10E-11
32640.3379,204729650,459.1528015,2.10E-11
32635.3379,204729175,459.1528015,2.10E-11
32630.3379,204728625,459.1528015,2.10E-11
32625.3379,204727975,460.3236694,2.10E-11
32618.26661,204727600,460.3236694,2.10E-11
32613.26661,204726675,460.3236694,2.10E-11
32608.26661,204726500,460.3236694,2.10E-11
32601.19532,204726325,460.3236694,2.10E-11
32596.19532,204723575,460.3236694,2.10E-11
32591.19532,204723100,460.4296875,2.10E-11
32586.19532,204720400,460.6471558,2.10E-11
32579.12403,204719575,460.6471558,2.10E-11
32574.12403,204719125,460.6471558,2.10E-11
32567.05274,204662300,460.6471558,2.10E-11
32562.05274,204661975,460.6471558,2.10E-11
32557.05274,204661750,460.6471558,2.10E-11
32552.05274,204656600,460.6471558,2.10E-11
32547.05274,204557600,460.6471558,2.10E-11
32542.05274,204556575,460.6471558,2.10E-11
32537.05274,204555725,460.6471558,2.10E-11
32532.05274,204554650,460.6471558,2.10E-11
32527.05274,204553650,460.6471558,2.10E-11
32522.05274,204551775,460.6471558,2.10E-11
32517.05274,204551150,460.6471558,2.10E-11
32512.05274,204550350,460.6471558,2.10E-11
32507.05274,204542275,460.7320862,2.10E-11
32502.05274,204540450,461.0011902,2.10E-11
32497.05274,204540275,461.1630249,2.10E-11
32492.05274,204540100,461.3153381,2.10E-11
32487.05274,204535625,461.4560242,2.10E-11
32482.05274,204534350,461.6655884,2.10E-11
32477.05274,204532375,461.9577637,2.10E-11
32472.05274,204531925,462.2444458,2.10E-11
32467.05274,204530200,462.5398254,2.10E-11
32462.05274,204529000,462.817688,2.10E-11
32457.05274,204527825,463.1107788,2.10E-11
32452.05274,204526900,463.3986511,2.10E-11
32447.05274,204526525,463.9538269,2.10E-11
32439.98145,204526375,463.9538269,2.10E-11
32434.98145,204526075,463.9538269,2.10E-11
32429.98145,204524425,463.9538269,2.10E-11
32422.91016,204524225,464.1474915,2.10E-11
32415.83887,204448150,464.1474915,2.10E-11
32410.83887,204447625,464.1474915,2.10E-11
32405.83887,204447250,464.3469543,2.10E-11
32398.76758,204447125,464.3469543,2.10E-11
32393.76758,204446775,464.3469543,2.10E-11
32388.76758,204446650,464.3469543,2.10E-11
32381.69629,204393825,464.3859863,2.10E-11
32376.69629,204390250,464.6139526,2.10E-11
32371.69629,204390100,464.6139526,2.10E-11
32366.69629,204385700,464.6139526,2.10E-11
32361.69629,204383900,464.6139526,2.10E-11
32356.69629,204382625,464.6766357,2.10E-11
32351.69629,204381575,464.8541565,2.10E-11
32346.69629,204377525,465.2119446,2.10E-11
32341.69629,204342200,465.5900879,2.10E-11
32336.69629,204342050,465.940918,2.10E-11
32329.62501,204341825,466.0363159,2.10E-11
32324.62501,204339800,466.0363159,2.10E-11
32319.62501,204337100,466.164093,2.10E-11
32314.62501,204333275,466.164093,2.10E-11
32309.62501,204333025,466.2823486,2.10E-11
32304.62501,204332875,466.9488525,2.10E-11
32299.62501,204332300,472.6094055,2.10E-11
32294.62501,204332275,472.6094055,2.10E-11
32287.55372,204331450,473.1769409,2.10E-11
32282.55372,204326775,473.6003113,2.10E-11
32277.55372,204326350,473.9552917,2.10E-11
32272.55372,204326200,474.309845,2.10E-11
32265.48243,204326025,474.6161804,2.10E-11
32260.48243,204316375,475.3392029,2.10E-11
32253.41114,204316275,475.5880127,2.10E-11
32248.41114,204233125,475.7229309,2.10E-11
32243.41114,204223050,475.7229309,2.10E-11
32236.33985,204222725,475.7229309,2.10E-11
32231.33985,204222600,475.7229309,2.10E-11
32224.26856,204140150,475.7229309,2.10E-11
32219.26856,204139050,475.7229309,2.10E-11
32214.26856,204138975,475.7229309,2.10E-11
32209.26856,204138875,475.7229309,2.10E-11
32204.26856,204138725,475.7229309,2.10E-11
32197.19727,204136975,475.7229309,2.10E-11
32192.19727,204032275,475.7229309,2.10E-11
32187.19727,204032250,475.7229309,2.10E-11
32182.19727,204032225,475.7229309,2.10E-11
32177.19727,204032200,475.7229309,2.10E-11
32172.19727,204032175,475.7229309,2.10E-11
32167.19727,204032150,475.7229309,2.10E-11
32162.19727,204032125,475.7229309,2.10E-11
32157.19727,204032100,475.7229309,2.10E-11
32152.19727,204032075,475.7229309,2.10E-11
32147.19727,204032050,475.7229309,2.10E-11
32142.19727,204031975,475.7229309,2.10E-11
32137.19727,204031900,475.7229309,2.10E-11
32132.19727,204031500,475.8468933,2.10E-11
32127.19727,204031025,475.8468933,2.10E-11
32122.19727,204021550,475.8468933,2.10E-11
32115.12598,204021275,475.8468933,2.10E-11
32110.12598,204021050,475.8468933,2.10E-11
32105.12598,204020600,475.8468933,2.10E-11
32100.12598,204020450,475.8468933,2.10E-11
32095.12598,204020325,475.8468933,2.10E-11
32088.05469,204020025,475.8468933,2.10E-11
32083.05469,204018875,475.8468933,2.10E-11
32078.05469,204018850,475.8468933,2.10E-11
32073.05469,204018825,475.8468933,2.10E-11
32068.05469,204016925,479.116333,2.10E-11
32060.9834,204016875,479.744812,2.10E-11
32053.91211,204000500,479.744812,2.10E-11
32046.84083,203998725,479.744812,2.10E-11
32041.84083,203998675,479.744812,2.10E-11
32036.84083,203998600,479.744812,2.10E-11
32029.76954,203997975,479.744812,2.10E-11
32024.76954,203997200,479.744812,2.10E-11
32019.76954,203997025,479.744812,2.10E-11
32012.69825,203995750,479.744812,2.10E-11
32007.69825,203995275,479.744812,2.10E-11
32002.69825,203991075,479.744812,2.10E-11
31997.69825,203933200,479.744812,2.10E-11
31992.69825,203933175,479.744812,2.10E-11
31987.69825,203933050,479.744812,2.10E-11
31982.69825,203932875,479.744812,2.10E-11
31977.69825,203932650,479.744812,2.10E-11
31970.62696,203928575,479.744812,2.10E-11
31965.62696,203928200,479.744812,2.10E-11
31960.62696,203927875,479.744812,2.10E-11
31955.62696,203926850,480.3232727,2.10E-11
31950.62696,203926700,481.2420654,2.10E-11
31945.62696,203926200,481.6527405,2.10E-11
31938.55567,203925900,482.9925842,2.10E-11
31931.48438,203925700,482.9925842,2.10E-11
31924.41309,203906725,482.9925842,2.10E-11
31917.3418,203900775,482.9925842,2.10E-11
31910.27051,203898775,482.9925842,2.10E-11
31905.27051,203853825,482.9925842,2.10E-11
31900.27051,203853800,482.9925842,2.10E-11
31895.27051,203853775,482.9925842,2.10E-11
31890.27051,203853750,482.9925842,2.10E-11
31885.27051,203853725,482.9925842,2.10E-11
31880.27051,203853700,482.9925842,2.10E-11
31875.27051,203853600,482.9925842,2.10E-11
31868.19922,203852275,484.0948792,2.10E-11
31861.12794,203852050,484.7788086,2.10E-11
31856.12794,203851500,485.4313354,2.10E-11
31849.05665,203851400,485.7862854,2.10E-11
31841.98536,203851375,485.7862854,2.10E-11
31834.91407,203851200,485.7862854,2.10E-11
31829.91407,203849775,485.7862854,2.10E-11
31824.91407,203849625,485.7862854,2.10E-11
31817.84278,203849600,485.7862854,2.10E-11
31812.84278,203849350,485.9136047,2.10E-11
31805.77149,203848925,486.2346191,2.10E-11
31798.7002,203848900,486.2346191,2.10E-11
31793.7002,203848075,486.2998352,2.10E-11
31786.62891,203847425,486.3762207,2.10E-11
31779.55762,203847400,486.3762207,2.10E-11
31772.48633,200137000,486.3762207,2.10E-11
31765.41504,200135500,486.3762207,2.10E-11
31758.34376,200134675,486.3762207,2.10E-11
31751.27247,200096925,486.3762207,2.10E-11
31744.20118,200091075,486.3762207,2.10E-11
31737.12989,200090175,486.3762207,2.10E-11
31732.12989,200089650,486.3762207,2.10E-11
31727.12989,200089350,486.3762207,2.10E-11
31722.12989,200088925,486.3762207,2.10E-11
31715.0586,200088650,486.3762207,2.10E-11
31710.0586,200087800,486.3762207,2.10E-11
31705.0586,200087675,486.3762207,2.10E-11
31697.98731,200087175,486.3762207,2.10E-11
31692.98731,200086700,486.3762207,2.10E-11
31687.98731,200086525,486.4224854,2.10E-11
31680.91602,200078750,487.6909485,2.10E-11
31675.91602,200078725,488.850769,2.10E-11
31670.91602,200078375,489.6642151,2.10E-11
31663.84473,200078300,490.8356323,2.10E-11
31658.84473,200077500,491.6925354,2.10E-11
31653.84473,200076725,492.3996887,2.10E-11
31648.84473,200076700,492.5304565,2.10E-11
31643.84473,200074650,493.0354309,2.10E-11
31636.77344,200070400,494.8484192,2.10E-11
31631.77344,200069375,496.0714722,2.10E-11
31624.70215,200053825,498.0911255,2.10E-11
31617.63086,200053675,499.6440735,2.10E-11
31610.55958,200053525,501.4028015,2.10E-11
31603.48829,200051100,502.7488403,2.10E-11
31598.48829,200050700,504.3373718,2.10E-11
31591.417,200050600,506.2109985,2.10E-11
31584.34571,200049850,507.7321777,2.10E-11
31579.34571,200047750,508.607666,2.10E-11
31572.27442,200047450,510.046936,2.10E-11
31567.27442,200047300,511.1890564,2.10E-11
31560.20313,200047225,511.8720093,2.10E-11
31555.20313,200046975,511.8782959,2.10E-11
31548.13184,200046925,511.8782959,2.10E-11
31541.06055,200044975,511.8782959,2.10E-11
31533.98926,200044300,511.8782959,2.10E-11
31526.91797,200043875,511.8782959,2.10E-11
31519.84668,200019425,511.8782959,2.10E-11
31512.7754,199839850,511.8782959,2.10E-11
31505.70411,199839525,511.8782959,2.10E-11
31498.63282,199838725,511.8782959,2.10E-11
31491.56153,199838375,511.8782959,2.10E-11
31484.49024,199838025,511.8782959,2.10E-11
31479.49024,199837825,511.8782959,2.10E-11
31474.49024,199837775,511.8782959,2.10E-11
31467.41895,199837600,511.8782959,2.10E-11
31460.34766,199800725,511.8782959,2.10E-11
31453.27637,199800550,511.8782959,2.10E-11
31446.20508,199800200,511.8782959,2.10E-11
31439.13379,199799650,511.8782959,2.10E-11
31432.0625,199799350,511.8782959,2.10E-11
31424.99122,199775450,511.8782959,2.10E-11
31417.91993,199775250,511.8782959,2.10E-11
31410.84864,199774750,511.8782959,2.10E-11
31403.77735,199773975,511.8782959,2.10E-11
31396.70606,199773625,511.8782959,2.10E-11
31389.63477,199771675,511.8782959,2.10E-11
31382.56348,199770750,511.8782959,2.10E-11
31377.56348,199770350,511.8782959,2.10E-11
31370.49219,199769725,511.8782959,2.10E-11
31365.49219,199711125,511.8782959,2.10E-11
31360.49219,199711100,511.8782959,2.10E-11
31355.49219,199711075,511.8782959,2.10E-11
31350.49219,199711050,511.8782959,2.10E-11
31345.49219,199711025,511.8782959,2.10E-11
31340.49219,199711000,511.8782959,2.10E-11
31335.49219,199710975,511.8782959,2.10E-11
31330.49219,199710950,511.8782959,2.10E-11
31325.49219,199710925,511.8782959,2.10E-11
31320.49219,199710600,512.1428223,2.10E-11
31315.49219,199710400,513.1326904,2.10E-11
31308.4209,199710350,513.6669312,2.10E-11
31303.4209,199710325,513.6669312,2.10E-11
31298.4209,199709675,514.2354126,2.10E-11
31293.4209,199709450,515.8724976,2.10E-11
31288.4209,199709425,516.0498047,2.10E-11
31283.4209,199690125,516.0498047,2.10E-11
31278.4209,199690025,516.0498047,2.10E-11
31271.34961,199689775,516.0498047,2.10E-11
31266.34961,199689675,516.0498047,2.10E-11
31261.34961,199689600,516.0498047,2.10E-11
31254.27833,199689375,516.0498047,2.10E-11
31249.27833,199585725,516.0498047,2.10E-11
31244.27833,199585700,516.0498047,2.10E-11
31239.27833,199585675,516.0498047,2.10E-11
31234.27833,199585650,516.0498047,2.10E-11
31229.27833,199585625,516.0498047,2.10E-11
31222.20704,199585425,516.0498047,2.10E-11
31217.20704,199567025,516.0498047,2.10E-11
31212.20704,199567000,516.0498047,2.10E-11
31207.20704,199566975,516.0498047,2.10E-11
31202.20704,199566950,516.0498047,2.10E-11
31197.20704,199565225,516.0615845,2.10E-11
31192.20704,199564875,516.3815308,2.10E-11
31187.20704,199564850,516.4891357,2.10E-11
31180.13575,199563950,516.4898682,2.10E-11
31175.13575,199563300,516.4898682,2.10E-11
31170.13575,199561325,516.8354492,2.10E-11
31165.13575,199561300,517.866272,2.10E-11
31158.06446,199561200,519.0217896,2.10E-11
31153.06446,199561175,519.5453491,2.10E-11
31145.99317,199561050,520.8053589,2.10E-11
31138.92188,199561000,520.8053589,2.10E-11
31133.92188,199560900,520.8053589,2.10E-11
31126.85059,199560200,520.8053589,2.10E-11
31119.7793,199537675,520.8053589,2.10E-11
31114.7793,199537600,520.8053589,2.10E-11
31109.7793,199537375,521.0409546,2.10E-11
31102.70801,199537325,521.0409546,2.10E-11
31095.63672,199527325,521.0409546,2.10E-11
31088.56543,199521925,521.0409546,2.10E-11
31081.49415,199521125,521.0409546,2.10E-11
31076.49415,199521050,521.4552002,2.10E-11
31071.49415,199520900,523.8433838,2.10E-11
31064.42286,199518800,527.508667,2.10E-11
31057.35157,199517950,536.7261353,2.10E-11
31050.28028,199517925,539.5119019,2.10E-11
31043.20899,199517675,547.9475098,2.10E-11
31036.1377,199517650,547.9475098,2.10E-11
31029.06641,199511550,555.6216431,2.10E-11
31021.99512,199511425,557.1413574,2.10E-11
31014.92383,199510675,565.6452637,2.10E-11
31007.85254,199510500,568.0947266,2.10E-11
31002.85254,199510325,573.8082275,2.10E-11
30995.78125,199510275,577.7837524,2.10E-11
30990.78125,199509700,579.1964111,2.10E-11
30985.78125,199509450,583.2998657,2.10E-11
30978.70997,199509425,586.81073,2.10E-11
30973.70997,199509225,588.2078247,2.10E-11
30966.63868,199508925,589.0805664,2.10E-11
30959.56739,199507675,589.0805664,2.10E-11
30952.4961,199506900,589.0805664,2.10E-11
30947.4961,199505625,589.0805664,2.10E-11
30942.4961,199504775,589.3764038,2.10E-11
30935.42481,199504375,589.5239868,2.10E-11
30928.35352,199503500,589.5239868,2.10E-11
30923.35352,199503075,589.5239868,2.10E-11
30918.35352,199502775,589.5239868,2.10E-11
30913.35352,199493350,592.3538208,2.10E-11
30906.28223,199489925,594.3355103,2.10E-11
30899.21094,199489875,595.208252,2.10E-11
30894.21094,199489525,595.703064,2.10E-11
30889.21094,199488825,596.6469116,2.10E-11
30884.21094,199488775,597.1075439,2.10E-11
30879.21094,199486500,597.3410034,2.10E-11
30872.13965,199482250,597.3410034,2.10E-11
30865.06836,199480775,597.3410034,2.10E-11
30857.99708,199478825,597.3410034,2.10E-11
30850.92579,199473475,597.3410034,2.10E-11
30845.92579,191834250,597.3410034,2.10E-11
30840.92579,191834225,597.3410034,2.10E-11
30835.92579,191834200,597.3410034,2.10E-11
30830.92579,191834175,597.3410034,2.10E-11
30825.92579,191834150,597.3410034,2.10E-11
30820.92579,191834125,597.3410034,2.10E-11
30815.92579,191834100,597.3410034,2.10E-11
30810.92579,191834075,597.3410034,2.10E-11
30805.92579,191834050,597.3410034,2.10E-11
30800.92579,191834025,597.3410034,2.10E-11
30795.92579,191834000,597.3410034,2.10E-11
30790.92579,191833975,597.3410034,2.10E-11
30785.92579,191833950,597.3410034,2.10E-11
30780.92579,191833925,597.3410034,2.10E-11
30775.92579,191833900,597.3410034,2.10E-11
30770.92579,191833875,597.3410034,2.10E-11
30765.92579,191833850,597.3410034,2.10E-11
30760.92579,191833825,597.3410034,2.10E-11
30755.92579,191833800,597.3410034,2.10E-11
30750.92579,191833775,597.3410034,2.10E-11
30745.92579,191833750,597.3410034,2.10E-11
30740.92579,191833725,597.3410034,2.10E-11
30735.92579,191833700,597.3410034,2.10E-11
30730.92579,191833675,597.3410034,2.10E-11
30725.92579,191833650,597.3410034,2.10E-11
30720.92579,191833625,597.3410034,2.10E-11
30715.92579,191833600,597.3410034,2.10E-11
30710.92579,191833575,597.3410034,2.10E-11
30705.92579,191833550,597.3410034,2.10E-11
30700.92579,191833525,597.3410034,2.10E-11
30695.92579,191833500,597.3410034,2.10E-11
30690.92579,191833425,597.3410034,2.10E-11
30685.92579,191833350,597.3410034,2.10E-11
30678.8545,191828975,597.3410034,2.10E-11
30671.78321,191827175,597.3410034,2.10E-11
30664.71192,191825325,597.3410034,2.10E-11
30657.64063,191822150,597.3410034,2.10E-11
30650.56934,191817900,597.3410034,2.10E-11
30643.49805,191815675,597.3410034,2.10E-11
30636.42676,191813500,597.3410034,2.10E-11
30629.35547,191808725,597.3410034,2.10E-11
30622.28418,191797425,597.3410034,2.10E-11
30615.2129,191794000,597.3410034,2.10E-11
30608.14161,191747975,597.3410034,2.10E-11
30601.07032,191680950,597.3410034,2.10E-11
30593.99903,191678775,597.3410034,2.10E-11
30586.92774,191676450,597.3410034,2.10E-11
30579.85645,191660150,597.3410034,2.10E-11
30572.78516,191657600,597.3410034,2.10E-11
30565.71387,191653500,597.3410034,2.10E-11
30558.64258,191651175,597.3410034,2.10E-11
30551.57129,191649100,597.3410034,2.10E-11
30544.5,191641175,597.3410034,2.10E-11
30537.42872,191638525,597.3410034,2.10E-11
30530.35743,191632500,597.3410034,2.10E-11
30523.28614,191630050,597.3410034,2.10E-11
30516.21485,191528600,597.3410034,2.10E-11
30509.14356,191524750,597.3410034,2.10E-11
30502.07227,191522525,597.3410034,2.10E-11
30495.00098,191519200,597.3410034,2.10E-11
30487.92969,191506750,597.3410034,2.10E-11
30482.92969,191506625,597.3410034,2.10E-11
30475.8584,191504175,597.3410034,2.10E-11
30470.8584,191504125,597.3410034,2.10E-11
30463.78711,191501750,597.3410034,2.10E-11
30458.78711,191500150,597.3410034,2.10E-11
30451.71583,191490600,597.3410034,2.10E-11
30446.71583,191490425,597.3410034,2.10E-11
30441.71583,191490275,597.3410034,2.10E-11
30434.64454,190734750,597.3410034,2.10E-11
30429.64454,190734575,597.3410034,2.10E-11
30424.64454,190734375,597.3410034,2.10E-11
30419.64454,190733800,597.3410034,2.10E-11
30412.57325,190726650,597.3410034,2.10E-11
30407.57325,190726600,597.3410034,2.10E-11
30400.50196,190720325,597.3410034,2.10E-11
30393.43067,190715200,597.3410034,2.10E-11
30388.43067,190714850,597.3410034,2.10E-11
30381.35938,190709450,597.3410034,2.10E-11
30374.28809,190703725,597.3410034,2.10E-11
30367.2168,190697025,597.3410034,2.10E-11
30362.2168,190594475,597.3410034,2.10E-11
30357.2168,190593675,597.3410034,2.10E-11
30350.14551,189171500,597.3410034,2.10E-11
30343.07422,189165700,597.3410034,2.10E-11
30338.07422,189159750,597.3410034,2.10E-11
30331.00293,189151350,597.3410034,2.10E-11
30326.00293,189151300,597.3410034,2.10E-11
30321.00293,189146800,597.3410034,2.10E-11
30316.00293,189146600,597.3410034,2.10E-11
30311.00293,189137350,597.3410034,2.10E-11
30306.00293,189137300,597.3410034,2.10E-11
30301.00293,188993500,597.3410034,2.10E-11
30296.00293,188993475,597.3410034,2.10E-11
30291.00293,188993450,597.3410034,2.10E-11
30286.00293,188993425,597.3410034,2.10E-11
30281.00293,188993400,597.3410034,2.10E-11
30276.00293,188993300,597.3410034,2.10E-11
30271.00293,188993225,597.3410034,2.10E-11
30263.93165,188987550,597.3410034,2.10E-11
30256.86036,188981675,597.3410034,2.10E-11
30251.86036,188981225,597.3410034,2.10E-11
30246.86036,188981025,597.3410034,2.10E-11
30239.78907,188974975,597.3410034,2.10E-11
30234.78907,188974925,597.3410034,2.10E-11
30227.71778,188967925,597.3410034,2.10E-11
30220.64649,188959325,597.3410034,2.10E-11
30215.64649,187617750,597.3410034,2.10E-11
30210.64649,187617725,597.3410034,2.10E-11
30205.64649,187617700,597.3410034,2.10E-11
30200.64649,187617675,597.3410034,2.10E-11
30195.64649,187617650,597.3410034,2.10E-11
30190.64649,187617625,597.3410034,2.10E-11
30185.64649,187617600,597.3410034,2.10E-11
30180.64649,187617575,597.3410034,2.10E-11
30175.64649,187617550,597.3410034,2.10E-11
30170.64649,187617525,597.3410034,2.10E-11
30165.64649,187617500,597.3410034,2.10E-11
30160.64649,187617475,597.3410034,2.10E-11
30155.64649,187617450,597.3410034,2.10E-11
30150.64649,187617425,597.3410034,2.10E-11
30145.64649,187617400,597.3410034,2.10E-11
30140.64649,187617375,597.3410034,2.10E-11
30135.64649,187617350,597.3410034,2.10E-11
30130.64649,187617325,597.3410034,2.10E-11
30125.64649,187617300,597.3410034,2.10E-11
30120.64649,187617275,597.3410034,2.10E-11
30115.64649,187617250,597.3410034,2.10E-11
30110.64649,187617225,597.3410034,2.10E-11
30105.64649,187617200,597.3410034,2.10E-11
30100.64649,187617175,597.3410034,2.10E-11
30095.64649,187617150,597.3410034,2.10E-11
30090.64649,187617125,597.3410034,2.10E-11
30085.64649,187617100,597.3410034,2.10E-11
30080.64649,187617075,597.3410034,2.10E-11
30075.64649,187617050,597.3410034,2.10E-11
30070.64649,187617025,597.3410034,2.10E-11
30065.64649,187617000,597.3410034,2.10E-11
30060.64649,187616975,597.3410034,2.10E-11
30055.64649,187616950,597.3410034,2.10E-11
30050.64649,187616925,597.3410034,2.10E-11
